ticker,date,type,detail
FDX,2015-05-31,buyback,-7.4% shares
FDX,2026-06-01,split,1.241:1
FE,2011-12-31,dilution,+31.5% shares
FE,2018-12-31,dilution,+11.3% shares
FE,2019-12-31,dilution,+9.7% shares
FFIV,2007-08-21,split,2:1
FFIV,2016-09-30,buyback,-6.3% shares
FICO,1995-06-27,split,2:1
FICO,2001-06-05,split,1.5:1
FICO,2002-06-06,split,1.5:1
FICO,2004-03-11,split,1.5:1
FICO,2010-09-30,buyback,-7.1% shares
FICO,2011-09-30,buyback,-11.7% shares
FICO,2012-09-30,buyback,-9.8% shares
FICO,2015-09-30,buyback,-6.5% shares
FICO,2022-09-30,buyback,-10.0% shares
FIS,2009-12-31,dilution,+23.7% shares
FIS,2010-12-31,dilution,+47.0% shares
FIS,2011-12-31,buyback,-12.8% shares
FIS,2016-12-31,dilution,+14.2% shares
FIS,2019-12-31,dilution,+35.8% shares
FIS,2020-12-31,dilution,+39.0% shares
FIS,2024-12-31,buyback,-6.1% shares
FIS,2025-12-31,buyback,-5.4% shares
FISV,1991-07-02,split,1.5:1
FISV,1992-06-01,split,1.5:1
FISV,1993-05-03,split,1.5:1
FISV,1998-06-01,split,1.5:1
FISV,1999-05-03,split,1.5:1
FISV,2001-09-04,split,1.5:1
FISV,2011-12-31,dilution,+90.1% shares
FISV,2013-12-17,split,2:1
FISV,2014-12-31,buyback,-5.0% shares
FISV,2015-12-31,buyback,-5.8% shares
FISV,2016-12-31,dilution,+88.2% shares
FISV,2018-03-20,split,2:1
FISV,2019-12-31,dilution,+26.3% shares
FISV,2020-12-31,dilution,+30.8% shares
FISV,2024-12-31,buyback,-5.5% shares
FISV,2025-12-31,buyback,-5.7% shares
FITB,1983-03-28,split,2:1
FITB,1985-04-01,split,1.5:1
FITB,1986-04-28,split,1.5:1
FITB,1987-10-16,split,1.5:1
FITB,1990-01-16,split,1.5:1
FITB,1992-04-16,split,1.5:1
FITB,1996-01-16,split,1.5:1
FITB,1997-07-16,split,1.5:1
FITB,1998-04-16,split,1.5:1
FITB,2000-07-17,split,1.5:1
FITB,2009-12-31,buyback,-100.0% shares
FITB,2010-12-31,dilution,+110107496.8% shares
FITB,2011-12-31,dilution,+18.8% shares
FITB,2013-12-31,buyback,-5.4% shares
FITB,2014-12-31,buyback,-5.8% shares
FITB,2016-12-31,buyback,-5.3% shares
FITB,2018-12-31,buyback,-7.5% shares
FITB,2019-12-31,dilution,+5.0% shares
FLEX,1999-01-12,split,2:1
FLEX,1999-12-23,split,2:1
FLEX,2000-10-17,split,2:1
FLEX,2009-03-31,dilution,+13.9% shares
FLEX,2012-03-31,buyback,-7.9% shares
FLEX,2013-03-31,buyback,-7.3% shares
FLEX,2014-03-31,buyback,-7.6% shares
FLEX,2015-03-31,buyback,-5.1% shares
FLEX,2024-01-03,split,1.327:1
FLEX,2025-03-31,buyback,-9.8% shares
FLEX,2026-03-31,buyback,-5.0% shares
FOX,2023-06-30,buyback,-6.8% shares
FOX,2024-06-30,buyback,-9.6% shares
FOXA,2023-06-30,buyback,-6.8% shares
FOXA,2024-06-30,buyback,-9.6% shares
FRT,1982-09-01,split,2:1
FRT,1985-11-06,split,1.5:1
FSLR,2008-12-27,dilution,+5.3% shares
FSLR,2013-12-31,dilution,+9.9% shares
FSLR,2014-12-31,dilution,+6.5% shares
FTNT,2010-12-31,dilution,+19.9% shares
FTNT,2011-06-02,split,2:1
FTNT,2020-12-31,dilution,+379.0% shares
FTNT,2022-06-23,split,5:1
FTV,2020-10-09,split,1.195:1
FTV,2020-12-31,dilution,+5.6% shares
FTV,2025-06-30,split,1.327:1
FTV,2025-12-31,buyback,-5.2% shares
GD,1979-02-20,split,2.5:1
GD,1980-11-17,split,2:1
GD,1994-04-11,split,2:1
GD,1998-04-03,split,2:1
GD,2006-03-27,split,2:1
GDDY,2015-12-31,dilution,+51.1% shares
GDDY,2016-12-31,dilution,+36.1% shares
GDDY,2023-12-31,dilution,+89.7% shares
GE,1971-06-08,split,2:1
GE,1983-06-02,split,2:1
GE,1987-05-26,split,2:1
GE,1994-05-16,split,2:1
GE,1997-05-12,split,2:1
GE,2000-05-08,split,3:1
GE,2016-12-31,buyback,-8.8% shares
GE,2019-02-26,split,1.04:1
GE,2019-12-31,buyback,-87.4% shares
GE,2021-08-02,split,0.125:1
GE,2023-01-04,split,1.281:1
GE,2024-04-02,split,1.253:1
GEN,1991-10-28,split,2:1
GEN,2002-02-01,split,2:1
GEN,2003-11-20,split,2:1
GEN,2004-12-01,split,2:1
GEN,2017-03-31,buyback,-7.8% shares
GEN,2018-03-30,dilution,+8.1% shares
GEN,2019-03-29,buyback,-5.4% shares
GEN,2021-04-02,buyback,-6.7% shares
GEN,2023-03-31,dilution,+5.6% shares
GILD,2001-02-22,split,2:1
GILD,2002-03-08,split,2:1
GILD,2004-09-07,split,2:1
GILD,2007-06-25,split,2:1
GILD,2010-12-31,dilution,+87.0% shares
GILD,2011-12-31,buyback,-9.5% shares
GILD,2013-01-28,split,2:1
GILD,2013-12-31,dilution,+7.1% shares
GILD,2015-12-31,buyback,-7.7% shares
GILD,2016-12-31,buyback,-10.7% shares
GIS,1986-11-10,split,2:1
GIS,1990-11-08,split,2:1
GIS,1995-05-30,split,1.20992:1
GIS,1999-11-09,split,2:1
GIS,2010-06-09,split,2:1
GL,1992-08-20,split,1.5:1
GL,1997-08-04,split,2:1
GL,2011-07-05,split,1.5:1
GL,2011-12-31,buyback,-10.8% shares
GL,2012-12-31,dilution,+33.7% shares
GL,2014-07-02,split,1.5:1
GL,2024-12-31,buyback,-7.0% shares
GL,2025-12-31,buyback,-8.0% shares
GLW,1985-02-13,split,2:1
GLW,1989-02-15,split,2:1
GLW,1992-02-11,split,2:1
GLW,2000-10-04,split,3:1
GLW,2015-12-31,buyback,-5.9% shares
GLW,2016-12-31,buyback,-14.8% shares
GLW,2017-12-31,buyback,-21.8% shares
GLW,2018-12-31,dilution,+5.1% shares
GLW,2020-12-31,buyback,-14.1% shares
GLW,2021-12-31,dilution,+9.3% shares
GM,2023-12-31,buyback,-5.8% shares
GM,2024-12-31,buyback,-17.5% shares
GM,2025-12-31,buyback,-13.8% shares
GNRC,2016-12-31,buyback,-5.5% shares
GOOG,2014-03-27,split,2.002:1
GOOG,2015-04-27,split,1.00275:1
GOOG,2022-07-18,split,20:1
GOOGL,2014-04-03,split,1.998:1
GOOGL,2022-07-18,split,20:1
GPC,1984-04-10,split,1.5:1
GPC,1987-05-28,split,1.5:1
GPC,1992-04-20,split,1.5:1
GPC,1997-04-15,split,1.5:1
GPC,2010-12-31,buyback,-99.9% shares
GPC,2011-12-31,dilution,+99394.5% shares
GPN,2005-10-31,split,2:1
GPN,2013-05-31,dilution,+97.0% shares
GPN,2014-05-31,buyback,-7.1% shares
GPN,2015-05-31,buyback,-7.2% shares
GPN,2015-11-03,split,2:1
GPN,2017-12-31,dilution,+16.8% shares
GPN,2019-12-31,dilution,+25.0% shares
GPN,2020-12-31,dilution,+50.9% shares
GPN,2022-12-31,buyback,-6.2% shares
GPN,2023-12-31,buyback,-5.0% shares
GPN,2025-12-31,buyback,-5.0% shares
GRMN,2006-08-16,split,2:1
GRMN,2011-12-31,buyback,-99.9% shares
GRMN,2017-12-30,dilution,+99577.3% shares
GRMN,2020-12-26,buyback,-99.9% shares
GRMN,2022-12-31,dilution,+99899.5% shares
GS,2009-12-31,dilution,+20.8% shares
GS,2010-12-31,dilution,+6.2% shares
GS,2012-12-31,buyback,-7.3% shares
GS,2014-12-31,buyback,-5.3% shares
GS,2016-12-31,buyback,-5.1% shares
GS,2017-12-31,buyback,-6.0% shares
GWW,1985-06-10,split,2:1
GWW,1991-06-10,split,2:1
GWW,1998-06-15,split,2:1
GWW,2008-12-31,buyback,-7.5% shares
GWW,2016-12-31,buyback,-7.5% shares
HAL,1976-04-30,split,3:1
HAL,1980-12-26,split,2:1
HAL,1996-01-24,split,1.04931:1
HAL,1997-07-22,split,2:1
HAL,2006-07-17,split,2:1
HAL,2014-12-31,buyback,-5.5% shares
HAS,1982-08-20,split,1.5:1
HAS,1983-02-23,split,1.5:1
HAS,1983-08-22,split,1.5:1
HAS,1985-01-28,split,2.5:1
HAS,1986-08-15,split,2:1
HAS,1992-03-17,split,1.5:1
HAS,1997-03-24,split,1.5:1
HAS,1999-03-16,split,1.5:1
HAS,2011-12-25,buyback,-6.2% shares
HAS,2020-12-27,dilution,+7.1% shares
HBAN,1981-08-25,split,1.5:1
HBAN,1985-08-01,split,2:1
HBAN,1987-07-06,split,1.1:1
HBAN,1988-08-01,split,1.25:1
HBAN,1989-07-03,split,1.15:1
HBAN,1990-07-03,split,1.1:1
HBAN,1992-08-03,split,1.25:1
HBAN,1994-08-01,split,1.25:1
HBAN,1996-07-12,split,1.1:1
HBAN,1997-07-11,split,1.1:1
HBAN,1998-07-13,split,1.1:1
HBAN,1999-07-12,split,1.1:1
HBAN,2000-07-12,split,1.1:1
HBAN,2009-12-31,dilution,+45.5% shares
HBAN,2010-12-31,dilution,+36.9% shares
HBAN,2011-12-31,dilution,+18.9% shares
HBAN,2016-12-31,dilution,+12.4% shares
HBAN,2017-12-31,dilution,+23.7% shares
HBAN,2021-12-31,dilution,+24.6% shares
HBAN,2022-12-31,dilution,+13.9% shares
HCA,2011-12-31,dilution,+13.4% shares
HCA,2012-12-31,buyback,-7.4% shares
HCA,2015-12-31,buyback,-5.2% shares
HCA,2016-12-31,buyback,-7.2% shares
HCA,2017-12-31,buyback,-6.0% shares
HCA,2022-12-31,buyback,-10.4% shares
HCA,2023-12-31,buyback,-6.2% shares
HCA,2024-12-31,buyback,-5.3% shares
HCA,2025-12-31,buyback,-8.5% shares
HD,1982-01-20,split,1.5:1
HD,1982-05-11,split,1.25:1
HD,1982-12-08,split,2:1
HD,1983-06-09,split,2:1
HD,1987-09-22,split,1.5:1
HD,1989-07-03,split,1.5:1
HD,1990-07-06,split,1.5:1
HD,1991-06-26,split,1.5:1
HD,1992-07-02,split,1.5:1
HD,1993-04-14,split,1.33333:1
HD,1997-07-07,split,1.5:1
HD,1998-07-06,split,2:1
HD,1999-12-31,split,1.5:1
HD,2009-02-01,buyback,-9.2% shares
HD,2012-01-29,buyback,-5.3% shares
HD,2014-02-02,buyback,-5.1% shares
HD,2015-02-01,buyback,-6.1% shares
HIG,1998-07-16,split,2:1
HIG,2009-12-31,dilution,+12.9% shares
HIG,2010-12-31,dilution,+39.0% shares
HIG,2013-12-31,dilution,+5.3% shares
HIG,2014-12-31,buyback,-6.2% shares
HIG,2015-12-31,buyback,-7.6% shares
HIG,2016-12-31,buyback,-7.1% shares
HIG,2017-12-31,buyback,-7.9% shares
HIG,2022-12-31,buyback,-6.9% shares
HIG,2023-12-31,buyback,-5.5% shares
HII,2019-12-31,buyback,-5.5% shares
HLT,2014-12-31,buyback,-64.4% shares
HLT,2017-01-04,split,0.487329:1
HLT,2018-12-31,buyback,-6.7% shares
HLT,2024-12-31,buyback,-5.3% shares
HON,1965-02-04,split,1.02:1
HON,1966-02-03,split,1.02:1
HON,1967-02-03,split,1.02:1
HON,1984-05-30,split,1.5:1
HON,1994-03-15,split,2:1
HON,1997-09-16,split,2:1
HON,2016-10-03,split,1.00533:1
HON,2018-10-01,split,1.011:1
HON,2018-10-29,split,1.032:1
HON,2025-10-30,split,1.061:1
HON,2026-06-29,split,0.9535:1
HOOD,2020-12-31,dilution,+10.5% shares
HOOD,2021-12-31,dilution,+101.0% shares
HOOD,2022-12-31,dilution,+78.4% shares
HPE,2016-10-31,buyback,-5.2% shares
HPE,2017-04-03,split,1.3348:1
HPE,2017-09-01,split,1.289:1
HPE,2018-10-31,buyback,-7.2% shares
HPE,2019-10-31,buyback,-12.0% shares
HPE,2020-10-31,buyback,-5.3% shares
HPQ,1970-03-20,split,2:1
HPQ,1979-07-31,split,2:1
HPQ,1981-07-20,split,2:1
HPQ,1983-08-26,split,2:1
HPQ,1995-04-17,split,2:1
HPQ,1996-07-16,split,2:1
HPQ,2000-10-30,split,2:1
HPQ,2008-10-31,buyback,-5.5% shares
HPQ,2009-10-31,buyback,-5.1% shares
HPQ,2011-10-31,buyback,-10.3% shares
HPQ,2012-10-31,buyback,-7.2% shares
HPQ,2015-11-02,split,2.202:1
HPQ,2016-10-31,buyback,-5.1% shares
HPQ,2019-10-31,buyback,-6.7% shares
HPQ,2020-10-31,buyback,-6.8% shares
HPQ,2021-10-31,buyback,-14.1% shares
HPQ,2022-10-31,buyback,-13.9% shares
HRL,1985-09-04,split,2:1
HRL,1987-06-02,split,2:1
HRL,1990-02-21,split,2:1
HRL,2000-02-16,split,2:1
HRL,2009-10-25,dilution,+97.6% shares
HRL,2011-02-15,split,2:1
HRL,2014-10-26,dilution,+100.0% shares
HRL,2016-02-10,split,2:1
HSIC,2005-03-01,split,2:1
HSIC,2015-12-26,dilution,+96.2% shares
HSIC,2017-09-15,split,2:1
HSIC,2019-02-08,split,1.275:1
HST,1986-06-23,split,5:1
HST,1996-01-02,split,1.12233:1
HST,2009-11-04,split,1.0215:1
HST,2014-12-31,dilution,+5.2% shares
HST,2017-12-31,buyback,-100.0% shares
HST,2021-12-31,dilution,+100623217.8% shares
HSY,1983-09-16,split,2:1
HSY,1986-09-16,split,3:1
HSY,1996-09-16,split,2:1
HSY,2004-06-16,split,2:1
HSY,2010-12-31,dilution,+100475.6% shares
HUBB,1977-08-08,split,1.33333:1
HUBB,1981-02-11,split,2:1
HUBB,1985-08-12,split,2:1
HUBB,1989-01-09,split,1.05:1
HUBB,1990-01-08,split,1.05:1
HUBB,1991-01-07,split,1.05:1
HUBB,1992-01-06,split,1.05:1
HUBB,1995-01-09,split,1.05:1
HUBB,1996-08-12,split,2:1
HUBB,2010-12-31,dilution,+5.8% shares
HUM,1982-02-01,split,1.5:1
HUM,1983-02-01,split,1.33333:1
HUM,1984-02-01,split,1.2:1
HUM,1991-08-01,split,1.5:1
HWM,2009-12-31,dilution,+15.0% shares
HWM,2010-12-31,dilution,+9.6% shares
HWM,2011-12-31,dilution,+13.3% shares
HWM,2012-12-31,buyback,-7.3% shares
HWM,2014-12-31,buyback,-63.3% shares
HWM,2015-12-31,dilution,+6.9% shares
HWM,2018-12-31,dilution,+11.5% shares
HWM,2019-12-31,buyback,-8.0% shares
HWM,2020-12-31,buyback,-5.2% shares
IBKR,2012-12-31,dilution,+6.1% shares
IBKR,2013-12-31,dilution,+8.2% shares
IBKR,2014-12-31,dilution,+13.3% shares
IBKR,2015-12-31,dilution,+8.3% shares
IBKR,2016-12-31,dilution,+7.7% shares
IBKR,2017-12-31,dilution,+5.4% shares
IBKR,2021-12-31,dilution,+17.8% shares
IBKR,2022-12-31,dilution,+6.6% shares
IBKR,2023-12-31,dilution,+318.0% shares
IBKR,2025-06-18,split,4:1
IBM,1964-05-18,split,1.25:1
IBM,1966-05-18,split,1.5:1
IBM,1968-04-23,split,2:1
IBM,1973-05-29,split,1.25:1
IBM,1979-06-01,split,4:1
IBM,1997-05-28,split,2:1
IBM,1999-05-27,split,2:1
IBM,2011-12-31,buyback,-5.7% shares
IBM,2014-12-31,buyback,-8.4% shares
IBM,2021-11-04,split,1.046:1
ICE,2013-12-31,dilution,+8.2% shares
ICE,2014-12-31,dilution,+625.3% shares
ICE,2016-11-04,split,5:1
ICE,2016-12-31,dilution,+7.2% shares
IDXX,1993-10-04,split,2:1
IDXX,1995-06-06,split,2:1
IDXX,2007-11-27,split,2:1
IDXX,2013-12-31,dilution,+92.3% shares
IDXX,2014-12-31,buyback,-6.0% shares
IDXX,2015-06-16,split,2:1
IDXX,2015-12-31,buyback,-7.7% shares
IEX,1995-02-01,split,1.5:1
IEX,1997-02-03,split,1.5:1
IEX,2004-06-01,split,1.5:1
IEX,2007-05-22,split,1.5:1
IFF,1974-12-17,split,1.02:1
IFF,1994-01-20,split,3:1
IFF,2018-12-31,dilution,+11.0% shares
IFF,2019-12-31,dilution,+28.2% shares
IFF,2021-12-31,dilution,+113.2% shares
INCY,1997-11-10,split,2:1
INCY,2000-09-01,split,2:1
INCY,2010-12-31,dilution,+18.2% shares
INCY,2013-12-31,dilution,+18.4% shares
INCY,2014-12-31,dilution,+13.2% shares
INCY,2015-12-31,dilution,+11.5% shares
INCY,2017-12-31,dilution,+5.4% shares
INCY,2018-12-31,dilution,+5.4% shares
INCY,2024-12-31,buyback,-6.8% shares
INTC,1980-10-09,split,2:1
INTC,1983-07-01,split,2:1
INTC,1987-10-29,split,1.5:1
INTC,1993-06-07,split,2:1
INTC,1995-06-19,split,2:1
INTC,1997-07-14,split,2:1
INTC,1999-04-12,split,2:1
INTC,2000-07-31,split,2:1
INTC,2011-12-31,buyback,-5.0% shares
INTC,2020-12-26,buyback,-5.4% shares
INTC,2025-12-27,dilution,+5.8% shares
INTU,1995-08-22,split,2:1
INTU,1999-10-01,split,3:1
INTU,2006-07-07,split,2:1
INTU,2016-07-31,buyback,-7.3% shares
INVH,2018-12-31,dilution,+53.3% shares
INVH,2022-12-31,dilution,+5.5% shares
IP,1962-11-19,split,1.02:1
IP,1987-05-20,split,2:1
IP,1995-09-18,split,2:1
IP,2014-07-02,split,1.014:1
IP,2021-10-01,split,1.056:1
IP,2022-12-31,buyback,-6.5% shares
IP,2025-12-31,dilution,+42.8% shares
IQV,2013-12-31,dilution,+8.5% shares
IQV,2016-12-31,dilution,+21.0% shares
IQV,2017-12-31,dilution,+46.4% shares
IQV,2018-12-31,buyback,-6.5% shares
IQV,2025-12-31,buyback,-5.4% shares
IR,2017-12-31,dilution,+26.3% shares
IR,2018-12-31,dilution,+11.0% shares
IR,2020-12-31,dilution,+83.2% shares
IR,2021-12-31,dilution,+10.0% shares
IRM,1998-08-03,split,1.5:1
IRM,2002-01-02,split,1.5:1
IRM,2004-07-01,split,1.5:1
IRM,2007-01-03,split,1.5:1
IRM,2012-12-31,buyback,-10.8% shares
IRM,2013-12-31,dilution,+10.0% shares
IRM,2014-09-26,split,1.082:1
IRM,2015-12-31,dilution,+7.8% shares
IRM,2016-12-31,dilution,+16.6% shares
IRM,2017-12-31,dilution,+7.9% shares
IRM,2018-12-31,dilution,+7.4% shares
ISRG,2003-07-01,split,0.5:1
ISRG,2014-12-31,buyback,-6.0% shares
ISRG,2015-12-31,dilution,+201.6% shares
ISRG,2017-10-06,split,3:1
ISRG,2019-12-31,dilution,+201.7% shares
ISRG,2021-10-05,split,3:1
IT,1994-08-29,split,2:1
IT,1995-06-29,split,2:1
IT,1996-04-01,split,2:1
IT,2015-12-31,buyback,-6.2% shares
IT,2017-12-31,dilution,+7.1% shares
IT,2022-12-31,buyback,-5.9% shares
ITW,1984-05-23,split,2:1
ITW,1987-05-27,split,2:1
ITW,1993-06-21,split,2:1
ITW,1997-05-28,split,2:1
ITW,2006-05-26,split,2:1
ITW,2013-12-31,buyback,-5.1% shares
ITW,2014-12-31,buyback,-9.9% shares
ITW,2015-12-31,buyback,-8.5% shares
IVZ,1998-04-27,split,2:1
IVZ,2000-11-08,split,2.5:1
IVZ,2010-12-31,dilution,+9.3% shares
IVZ,2019-12-31,dilution,+6.8% shares
J,1981-03-17,split,1.5:1
J,1990-04-03,split,2:1
J,1991-05-29,split,2:1
J,2002-04-02,split,2:1
J,2007-03-16,split,2:1
J,2018-09-28,dilution,+14.5% shares
J,2024-09-30,split,1.197:1
J,2025-05-16,split,1.01:1
JBHT,1986-07-08,split,2:1
JBHT,1992-03-16,split,1.5:1
JBHT,2003-09-02,split,2:1
JBHT,2005-05-24,split,2:1
JBL,1997-07-23,split,2:1
JBL,1999-02-18,split,2:1
JBL,2000-03-31,split,2:1
JBL,2010-08-31,dilution,+5.1% shares
JBL,2015-08-31,buyback,-99.9% shares
JBL,2016-08-31,dilution,+98239.3% shares
JBL,2018-08-31,buyback,-5.8% shares
JBL,2019-08-31,buyback,-9.4% shares
JBL,2022-08-31,buyback,-5.1% shares
JBL,2023-08-31,buyback,-5.9% shares
JBL,2024-08-31,buyback,-8.5% shares
JBL,2025-08-31,buyback,-10.8% shares
JCI,1987-09-28,split,2:1
JCI,1995-11-15,split,2:1
JCI,1997-10-23,split,2:1
JCI,1999-10-22,split,2:1
JCI,2007-07-02,split,0.25:1
JCI,2012-10-01,split,2.01167:1
JCI,2014-09-30,dilution,+45.7% shares
JCI,2015-09-25,buyback,-36.7% shares
JCI,2015-09-30,dilution,+54.9% shares
JCI,2016-09-06,split,0.955:1
JCI,2017-09-30,dilution,+40.4% shares
JCI,2019-09-30,buyback,-6.2% shares
JCI,2020-09-30,buyback,-13.8% shares
JKHY,1992-03-04,split,1.5:1
JKHY,1993-03-09,split,1.5:1
JKHY,1994-03-11,split,1.33333:1
JKHY,1997-03-14,split,1.5:1
JKHY,2000-03-03,split,2:1
JKHY,2001-03-05,split,2:1
JNJ,1967-06-19,split,3:1
JNJ,1970-05-18,split,3:1
JNJ,1981-05-19,split,3:1
JNJ,1989-05-11,split,2:1
JNJ,1992-06-10,split,2:1
JNJ,1996-06-12,split,2:1
JNJ,2001-06-13,split,2:1
JNJ,2024-12-29,buyback,-5.1% shares
JPM,1982-04-16,split,1.5:1
JPM,1984-04-16,split,1.5:1
JPM,1998-06-15,split,2:1
JPM,2000-06-12,split,1.5:1
JPM,2009-12-31,dilution,+10.2% shares
JPM,2019-12-31,buyback,-5.4% shares
KDP,2011-12-31,buyback,-8.8% shares
KDP,2017-09-30,dilution,+323.6% shares
KDP,2017-12-31,buyback,-76.9% shares
KDP,2018-12-31,dilution,+500.4% shares
KDP,2019-12-31,dilution,+29.3% shares
KEY,1992-04-15,split,1.5:1
KEY,1994-03-02,split,1.205:1
KEY,1998-03-09,split,2:1
KEY,2008-12-31,dilution,+13.7% shares
KEY,2009-12-31,dilution,+54.9% shares
KEY,2010-12-31,dilution,+26.0% shares
KEY,2011-12-31,dilution,+6.6% shares
KEY,2016-12-31,dilution,+11.1% shares
KEY,2017-12-31,dilution,+16.0% shares
KEY,2025-12-31,dilution,+16.7% shares
KEYS,2017-10-31,dilution,+5.8% shares
KHC,2014-12-28,buyback,-37.0% shares
KHC,2016-01-03,dilution,+108.5% shares
KHC,2016-12-31,dilution,+56.0% shares
KIM,1995-12-22,split,1.5:1
KIM,2001-12-24,split,1.5:1
KIM,2005-08-24,split,2:1
KIM,2009-12-31,dilution,+35.2% shares
KIM,2010-12-31,dilution,+16.0% shares
KIM,2021-12-31,dilution,+18.5% shares
KIM,2022-12-31,dilution,+20.8% shares
KIM,2024-12-31,dilution,+8.7% shares
KLAC,1983-01-10,split,2:1
KLAC,1983-12-09,split,2:1
KLAC,1984-12-17,split,1.5:1
KLAC,1995-10-02,split,2:1
KLAC,2000-01-19,split,2:1
KLAC,2023-06-30,buyback,-7.5% shares
KLAC,2024-06-30,dilution,+871.1% shares
KLAC,2026-06-12,split,10:1
KMB,1984-05-25,split,2:1
KMB,1987-05-26,split,2:1
KMB,1992-01-03,split,2:1
KMB,1997-04-03,split,2:1
KMB,2014-11-03,split,1.043:1
KMI,2014-12-31,dilution,+9.7% shares
KMI,2015-12-31,dilution,+92.9% shares
KO,1965-02-19,split,2:1
KO,1968-06-03,split,2:1
KO,1977-06-01,split,2:1
KO,1986-07-01,split,3:1
KO,1990-05-14,split,2:1
KO,1992-05-12,split,2:1
KO,1996-05-13,split,2:1
KO,2010-12-31,dilution,+100.4% shares
KO,2012-08-13,split,2:1
KR,1979-05-29,split,2:1
KR,1986-10-01,split,2:1
KR,1997-04-23,split,2:1
KR,1999-06-29,split,2:1
KR,2009-01-31,buyback,-5.6% shares
KR,2012-01-28,buyback,-7.1% shares
KR,2013-02-02,buyback,-9.4% shares
KR,2014-02-01,dilution,+93.7% shares
KR,2015-07-14,split,2:1
KR,2018-02-03,buyback,-5.6% shares
KR,2019-02-02,buyback,-9.5% shares
KR,2026-01-31,buyback,-9.0% shares
KVUE,2023-12-31,dilution,+7.8% shares
L,1984-04-17,split,2.5:1
L,1985-03-04,split,3:1
L,1995-12-04,split,2:1
L,2001-03-21,split,2:1
L,2006-05-09,split,3:1
L,2015-12-31,buyback,-5.2% shares
L,2016-12-31,buyback,-6.7% shares
L,2018-12-31,buyback,-5.2% shares
L,2019-12-31,buyback,-5.2% shares
L,2020-12-31,buyback,-7.6% shares
L,2021-12-31,buyback,-7.2% shares
L,2022-12-31,buyback,-6.5% shares
L,2023-12-31,buyback,-6.4% shares
L,2025-12-31,buyback,-5.2% shares
LDOS,2011-01-31,buyback,-6.2% shares
LDOS,2012-01-31,buyback,-77.0% shares
LDOS,2013-09-30,split,0.405:1
LDOS,2015-01-02,buyback,-10.8% shares
LDOS,2016-12-30,dilution,+40.5% shares
LDOS,2017-12-29,dilution,+48.1% shares
LDOS,2020-01-03,buyback,-5.2% shares
LEN,1980-10-31,split,2:1
LEN,1992-02-26,split,2:1
LEN,1994-04-21,split,1.5:1
LEN,2004-01-21,split,2:1
LEN,2010-11-30,dilution,+110642.5% shares
LEN,2012-11-30,dilution,+12.0% shares
LEN,2017-11-09,split,1.017:1
LEN,2018-11-30,dilution,+30.1% shares
LEN,2022-11-30,buyback,-5.5% shares
LEN,2025-01-21,split,1.033:1
LH,2000-05-04,split,0.1:1
LH,2001-06-12,split,2:1
LH,2002-05-13,split,2:1
LH,2013-12-31,buyback,-5.7% shares
LH,2014-12-31,buyback,-5.9% shares
LH,2015-12-31,dilution,+16.4% shares
LH,2022-12-31,buyback,-6.1% shares
LH,2023-07-03,split,1.164:1
LHX,1997-09-29,split,2:1
LHX,2005-03-31,split,2:1
LHX,2009-05-11,split,1.05843:1
LHX,2012-06-29,buyback,-9.1% shares
LHX,2016-07-01,dilution,+17.0% shares
LHX,2020-01-03,dilution,+40.2% shares
LHX,2021-01-01,dilution,+27.8% shares
LHX,2021-12-31,buyback,-5.9% shares
LII,2015-12-31,buyback,-6.2% shares
LIN,2003-12-16,split,2:1
LIN,2018-12-31,dilution,+15.6% shares
LIN,2019-12-31,dilution,+63.2% shares
LITE,2019-06-29,dilution,+11.7% shares
LITE,2020-06-27,dilution,+9.8% shares
LITE,2022-07-02,buyback,-5.4% shares
LITE,2023-07-01,buyback,-8.0% shares
LITE,2026-06-27,dilution,+7.2% shares
LLY,1986-01-30,split,2:1
LLY,1989-05-01,split,2:1
LLY,1995-12-21,split,2:1
LLY,1997-10-16,split,2:1
LLY,2019-12-31,buyback,-9.5% shares
LMT,1983-09-09,split,3:1
LMT,1995-03-16,split,1.63:1
LMT,1999-01-04,split,2:1
LMT,2009-12-31,buyback,-5.0% shares
LMT,2010-12-31,buyback,-5.3% shares
LMT,2011-12-31,buyback,-7.7% shares
LMT,2023-12-31,buyback,-5.1% shares
LNT,1988-09-26,split,2:1
LNT,2016-05-20,split,2:1
LNT,2017-12-31,dilution,+107.4% shares
LOW,1992-06-29,split,2:1
LOW,1994-04-04,split,2:1
LOW,1998-06-29,split,2:1
LOW,2001-07-02,split,2:1
LOW,2006-07-03,split,2:1
LOW,2012-02-03,buyback,-9.3% shares
LOW,2013-02-01,buyback,-9.5% shares
LOW,2014-01-31,buyback,-7.9% shares
LOW,2015-01-30,buyback,-6.7% shares
LOW,2016-01-29,buyback,-6.2% shares
LOW,2017-02-03,buyback,-5.2% shares
LOW,2022-01-28,buyback,-6.8% shares
LOW,2023-02-03,buyback,-9.7% shares
LOW,2024-02-02,buyback,-7.4% shares
LRCX,1993-09-16,split,1.5:1
LRCX,2000-03-17,split,3:1
LRCX,2013-06-30,dilution,+38.5% shares
LRCX,2019-06-30,buyback,-11.5% shares
LRCX,2020-06-28,buyback,-6.8% shares
LRCX,2023-06-25,dilution,+865.9% shares
LRCX,2024-10-03,split,10:1
LULU,2010-01-31,dilution,+100.0% shares
LULU,2011-07-12,split,2:1
LUV,1980-09-23,split,1.5:1
